,Item,Quantity,Price Per Unit,Total Spent
7203,Sandwich,2,4.0,8.0
7204,Tea,4,1.5,6.0
7205,Sandwich,5,4.0,20.0
7206,Smoothie,2,4.0,8.0
7207,Salad,5,5.0,25.0
7208,Juice,2,3.0,6.0
7210,Smoothie,2,4.0,8.0
7211,Juice,5,3.0,15.0
7212,Sandwich,3,4.0,12.0
7213,Juice,2,3.0,6.0
7214,Cookie,4,1.0,4.0
7215,Cookie,3,1.0,3.0
7216,Juice,4,3.0,12.0
7217,Sandwich,1,4.0,4.0
7218,Juice,1,3.0,3.0
7220,Coffee,2,2.0,4.0
7221,Coffee,4,2.0,8.0
7222,Juice,4,3.0,12.0
7224,Tea,3,1.5,4.5
7225,Tea,2,1.5,3.0
7228,Cake,3,3.0,9.0
7229,Juice,5,3.0,15.0
7232,Salad,5,5.0,25.0
7234,Smoothie,5,4.0,20.0
7235,Smoothie,4,4.0,16.0
7236,Juice,4,3.0,12.0
7237,Salad,3,5.0,15.0
7238,Salad,5,5.0,25.0
7239,Sandwich,2,4.0,8.0
7240,Tea,1,1.5,1.5
7241,Sandwich,1,4.0,4.0
7242,Smoothie,2,4.0,8.0
7243,Sandwich,1,4.0,4.0
7245,Juice,1,3.0,3.0
7246,Cake,5,3.0,15.0
7247,Sandwich,5,4.0,20.0
7248,Cookie,1,1.0,1.0
7249,Cake,2,3.0,6.0
7250,Cake,1,3.0,3.0
7252,Coffee,5,2.0,10.0
7253,Juice,4,3.0,12.0
7254,Coffee,4,2.0,8.0
7255,Juice,4,3.0,12.0
7257,Sandwich,5,4.0,20.0
7259,Cake,1,3.0,3.0
7260,Tea,1,1.5,1.5
7261,Tea,3,1.5,4.5
7262,Salad,3,5.0,15.0
7263,Tea,3,1.5,4.5
7266,Cake,2,3.0,6.0
7268,Salad,5,5.0,25.0
7269,Tea,3,1.5,4.5
7270,Coffee,2,2.0,4.0
7271,Salad,5,5.0,25.0
7272,Salad,5,5.0,25.0
7274,Sandwich,1,4.0,4.0
7276,Coffee,5,2.0,10.0
7278,Salad,5,5.0,25.0
7279,Coffee,2,2.0,4.0
7280,Cookie,1,1.0,1.0
7281,Cookie,1,1.0,1.0
7284,Salad,5,5.0,25.0
7285,Coffee,2,2.0,4.0
7287,Cookie,3,1.0,3.0
7288,Cake,1,3.0,3.0
7289,Tea,1,1.5,1.5
7290,Cookie,4,1.0,4.0
7291,Cake,2,3.0,6.0
7292,Salad,1,5.0,5.0
7293,Tea,1,1.5,1.5
7294,Coffee,3,2.0,6.0
7295,Cake,2,3.0,6.0
7296,Sandwich,3,4.0,12.0
7298,Tea,5,1.5,7.5
7299,Juice,5,3.0,15.0
7300,Tea,2,1.5,3.0
7301,Salad,5,5.0,25.0
7302,Cookie,1,1.0,1.0
7303,Sandwich,1,4.0,4.0
7304,Coffee,5,2.0,10.0
7305,Cake,1,3.0,3.0
7306,Cookie,4,1.0,4.0
7311,Smoothie,4,4.0,16.0
7312,Sandwich,3,4.0,12.0
7313,Salad,4,5.0,20.0
7314,Juice,2,3.0,6.0
7315,Tea,3,1.5,4.5
7316,Cookie,4,1.0,4.0
7320,Cookie,5,1.0,5.0
7321,Sandwich,3,4.0,12.0
7322,Juice,1,3.0,3.0
7323,Cake,4,3.0,12.0
7324,Sandwich,3,4.0,12.0
7326,Tea,3,1.5,4.5
7327,Cake,5,3.0,15.0
7328,Sandwich,5,4.0,20.0
7329,Smoothie,1,4.0,4.0
7330,Salad,2,5.0,10.0
7331,Juice,2,3.0,6.0
7332,Cake,4,3.0,12.0
7333,Cookie,1,1.0,1.0
7334,Tea,1,1.5,1.5
7335,Salad,4,5.0,20.0
7336,Coffee,3,2.0,6.0
7337,Salad,4,5.0,20.0
7338,Juice,5,3.0,15.0
7339,Cake,3,3.0,9.0
7341,Coffee,4,2.0,8.0
7342,Cake,5,3.0,15.0
7343,Sandwich,5,4.0,20.0
7344,Sandwich,5,4.0,20.0
7345,Cake,3,3.0,9.0
7347,Juice,3,3.0,9.0
7349,Juice,1,3.0,3.0
7350,Cookie,1,1.0,1.0
7351,Tea,3,1.5,4.5
7352,Juice,4,3.0,12.0
7353,Sandwich,5,4.0,20.0
7354,Cake,4,3.0,12.0
7355,Coffee,1,2.0,2.0
7356,Tea,3,1.5,4.5
7359,Juice,5,3.0,15.0
7360,Cake,1,3.0,3.0
7362,Juice,3,3.0,9.0
7363,Smoothie,4,4.0,16.0
7365,Cookie,2,1.0,2.0
7366,Cake,4,3.0,12.0
7367,Salad,3,5.0,15.0
7368,Cake,2,3.0,6.0
7369,Tea,3,1.5,4.5
7370,Cookie,4,1.0,4.0
7371,Cake,1,3.0,3.0
7372,Coffee,5,2.0,10.0
7374,Salad,2,5.0,10.0
7376,Salad,5,5.0,25.0
7378,Coffee,2,2.0,4.0
7379,Juice,4,3.0,12.0
7380,Juice,4,3.0,12.0
7382,Tea,4,1.5,6.0
7384,Smoothie,3,4.0,12.0
7385,Coffee,2,2.0,4.0
7386,Cookie,5,1.0,5.0
7387,Sandwich,1,4.0,4.0
7389,Coffee,5,2.0,10.0
7390,Sandwich,2,4.0,8.0
7391,Cake,2,3.0,6.0
7392,Tea,2,1.5,3.0
7393,Salad,4,5.0,20.0
7394,Juice,1,3.0,3.0
7395,Tea,5,1.5,7.5
7396,Cookie,3,1.0,3.0
7397,Coffee,1,2.0,2.0
7398,Sandwich,2,4.0,8.0
7399,Tea,2,1.5,3.0
7400,Cake,4,3.0,12.0
7401,Tea,1,1.5,1.5
7402,Sandwich,1,4.0,4.0
7404,Cake,1,3.0,3.0
7405,Sandwich,3,4.0,12.0
7407,Cake,2,3.0,6.0
7408,Juice,3,3.0,9.0
7409,Cookie,5,1.0,5.0
7411,Juice,2,3.0,6.0
7412,Sandwich,4,4.0,16.0
7413,Coffee,5,2.0,10.0
7414,Juice,4,3.0,12.0
7415,Tea,3,1.5,4.5
7416,Smoothie,5,4.0,20.0
7417,Tea,2,1.5,3.0
7419,Juice,5,3.0,15.0
7420,Juice,5,3.0,15.0
7421,Sandwich,2,4.0,8.0
7422,Coffee,5,2.0,10.0
7423,Cake,2,3.0,6.0
7424,Smoothie,3,4.0,12.0
7426,Salad,4,5.0,20.0
7427,Cookie,2,1.0,2.0
7429,Tea,4,1.5,6.0
7431,Sandwich,3,4.0,12.0
7434,Tea,3,1.5,4.5
7436,Salad,5,5.0,25.0
7437,Juice,2,3.0,6.0
7438,Juice,1,3.0,3.0
7439,Cake,5,3.0,15.0
7440,Tea,2,1.5,3.0
7441,Sandwich,2,4.0,8.0
7442,Smoothie,1,4.0,4.0
7444,Coffee,2,2.0,4.0
7445,Sandwich,5,4.0,20.0
7446,Smoothie,5,4.0,20.0
7447,Juice,4,3.0,12.0
7448,Tea,2,1.5,3.0
7449,Cookie,4,1.0,4.0
7450,Salad,1,5.0,5.0
7451,Smoothie,3,4.0,12.0
7453,Cookie,2,1.0,2.0
7454,Cake,1,3.0,3.0
7455,Cookie,4,1.0,4.0
7459,Sandwich,3,4.0,12.0
7460,Sandwich,4,4.0,16.0
7461,Cake,3,3.0,9.0
7462,Sandwich,1,4.0,4.0
7465,Coffee,3,2.0,6.0
7466,Tea,5,1.5,7.5
7468,Cake,3,3.0,9.0
7469,Salad,2,5.0,10.0
7470,Sandwich,5,4.0,20.0
7472,Coffee,2,2.0,4.0
7473,Salad,5,5.0,25.0
7474,Salad,4,5.0,20.0
7475,Juice,2,3.0,6.0
7476,Cake,3,3.0,9.0
7479,Smoothie,2,4.0,8.0
7480,Cookie,1,1.0,1.0
7481,Tea,1,1.5,1.5
7483,Cake,2,3.0,6.0
7484,Coffee,5,2.0,10.0
7485,Cake,5,3.0,15.0
7486,Tea,1,1.5,1.5
7488,Salad,1,5.0,5.0
7489,Sandwich,1,4.0,4.0
7490,Salad,5,5.0,25.0
7491,Coffee,5,2.0,10.0
7493,Salad,5,5.0,25.0
7495,Tea,1,1.5,1.5
7496,Cake,1,3.0,3.0
7497,Cake,5,3.0,15.0
7498,Smoothie,3,4.0,12.0
7499,Tea,4,1.5,6.0
7500,Sandwich,2,4.0,8.0
7501,Sandwich,5,4.0,20.0
7502,Salad,1,5.0,5.0
7503,Smoothie,3,4.0,12.0
7504,Juice,5,3.0,15.0
7505,Salad,2,5.0,10.0
7506,Coffee,2,2.0,4.0
7507,Salad,4,5.0,20.0
7508,Smoothie,2,4.0,8.0
7509,Tea,5,1.5,7.5
7510,Salad,3,5.0,15.0
7511,Salad,1,5.0,5.0
7512,Juice,4,3.0,12.0
7513,Salad,2,5.0,10.0
7514,Sandwich,4,4.0,16.0
7516,Sandwich,2,4.0,8.0
7519,Cookie,2,1.0,2.0
7520,Smoothie,2,4.0,8.0
7521,Cookie,4,1.0,4.0
7522,Sandwich,4,4.0,16.0
7523,Sandwich,4,4.0,16.0
7524,Cake,4,3.0,12.0
7525,Cookie,5,1.0,5.0
7526,Smoothie,5,4.0,20.0
7527,Smoothie,4,4.0,16.0
7528,Cookie,3,1.0,3.0
7529,Salad,1,5.0,5.0
7530,Cookie,4,1.0,4.0
7531,Smoothie,4,4.0,16.0
7532,Smoothie,3,4.0,12.0
7533,Salad,5,5.0,25.0
7535,Sandwich,1,4.0,4.0
7536,Cake,5,3.0,15.0
7537,Juice,1,3.0,3.0
7538,Juice,1,3.0,3.0
7539,Juice,4,3.0,12.0
7540,Juice,3,3.0,9.0
7541,Salad,3,5.0,15.0
7542,Sandwich,3,4.0,12.0
7544,Smoothie,5,4.0,20.0
7545,Cake,5,3.0,15.0
7546,Coffee,1,2.0,2.0
7548,Tea,5,1.5,7.5
7549,Smoothie,2,4.0,8.0
7550,Juice,3,3.0,9.0
7552,Smoothie,3,4.0,12.0
7553,Coffee,5,2.0,10.0
7554,Cake,4,3.0,12.0
7555,Smoothie,5,4.0,20.0
7556,Juice,1,3.0,3.0
7557,Sandwich,1,4.0,4.0
7558,Cookie,5,1.0,5.0
7559,Sandwich,4,4.0,16.0
7560,Coffee,5,2.0,10.0
7561,Tea,1,1.5,1.5
7563,Coffee,2,2.0,4.0
7564,Juice,3,3.0,9.0
7565,Cookie,2,1.0,2.0
7566,Smoothie,3,4.0,12.0
7569,Salad,1,5.0,5.0
7570,Salad,5,5.0,25.0
7571,Juice,2,3.0,6.0
7572,Coffee,4,2.0,8.0
7574,Salad,1,5.0,5.0
7575,Cake,5,3.0,15.0
7576,Smoothie,3,4.0,12.0
7577,Cake,4,3.0,12.0
7579,Cake,4,3.0,12.0
7580,Sandwich,5,4.0,20.0
7581,Salad,4,5.0,20.0
7582,Juice,4,3.0,12.0
7583,Cake,3,3.0,9.0
7584,Cookie,3,1.0,3.0
7586,Smoothie,4,4.0,16.0
7587,Coffee,1,2.0,2.0
7589,Smoothie,2,4.0,8.0
7593,Smoothie,5,4.0,20.0
7595,Cookie,4,1.0,4.0
7596,Sandwich,1,4.0,4.0
7598,Sandwich,5,4.0,20.0
7599,Salad,2,5.0,10.0
7600,Sandwich,2,4.0,8.0
7602,Salad,4,5.0,20.0
7605,Juice,5,3.0,15.0
7606,Coffee,2,2.0,4.0
7607,Coffee,3,2.0,6.0
7608,Smoothie,5,4.0,20.0
7609,Juice,5,3.0,15.0
7610,Salad,1,5.0,5.0
7611,Sandwich,4,4.0,16.0
7612,Smoothie,2,4.0,8.0
7613,Salad,4,5.0,20.0
7616,Cake,5,3.0,15.0
7617,Smoothie,2,4.0,8.0
7618,Tea,2,1.5,3.0
7619,Cookie,2,1.0,2.0
7620,Tea,2,1.5,3.0
7621,Cookie,2,1.0,2.0
7622,Cookie,5,1.0,5.0
7623,Smoothie,4,4.0,16.0
7625,Coffee,3,2.0,6.0
7628,Tea,4,1.5,6.0
7630,Smoothie,3,4.0,12.0
7631,Smoothie,1,4.0,4.0
7632,Coffee,5,2.0,10.0
7633,Coffee,2,2.0,4.0
7634,Sandwich,1,4.0,4.0
7637,Tea,5,1.5,7.5
7638,Coffee,3,2.0,6.0
7639,Salad,4,5.0,20.0
7640,Salad,4,5.0,20.0
7641,Smoothie,2,4.0,8.0
7644,Smoothie,4,4.0,16.0
7645,Smoothie,3,4.0,12.0
7646,Coffee,5,2.0,10.0
7647,Sandwich,5,4.0,20.0
7648,Juice,3,3.0,9.0
7649,Cookie,3,1.0,3.0
7652,Sandwich,3,4.0,12.0
7653,Salad,4,5.0,20.0
7654,Salad,2,5.0,10.0
7655,Cookie,1,1.0,1.0
7657,Cookie,4,1.0,4.0
7658,Salad,1,5.0,5.0
7659,Coffee,3,2.0,6.0
7660,Cake,5,3.0,15.0
7661,Coffee,3,2.0,6.0
7662,Tea,3,1.5,4.5
7663,Cookie,2,1.0,2.0
7665,Cake,5,3.0,15.0
7666,Cookie,4,1.0,4.0
7667,Sandwich,5,4.0,20.0
7668,Sandwich,5,4.0,20.0
7669,Juice,2,3.0,6.0
7671,Sandwich,5,4.0,20.0
7672,Juice,4,3.0,12.0
7673,Cookie,3,1.0,3.0
7674,Cake,4,3.0,12.0
7675,Tea,3,1.5,4.5
7678,Tea,2,1.5,3.0
7681,Cookie,3,1.0,3.0
7682,Cookie,5,1.0,5.0
7683,Juice,5,3.0,15.0
7685,Cookie,4,1.0,4.0
7687,Coffee,4,2.0,8.0
7688,Salad,4,5.0,20.0
7689,Coffee,2,2.0,4.0
7690,Cake,1,3.0,3.0
7691,Coffee,5,2.0,10.0
7692,Cookie,2,1.0,2.0
7694,Cookie,3,1.0,3.0
7696,Cookie,2,1.0,2.0
7698,Coffee,5,2.0,10.0
7699,Cake,1,3.0,3.0
7700,Juice,1,3.0,3.0
7703,Cake,1,3.0,3.0
7704,Cake,1,3.0,3.0
7706,Coffee,5,2.0,10.0
7707,Juice,3,3.0,9.0
7708,Salad,1,5.0,5.0
7709,Juice,1,3.0,3.0
7710,Smoothie,3,4.0,12.0
7712,Smoothie,2,4.0,8.0
7713,Salad,5,5.0,25.0
7714,Smoothie,1,4.0,4.0
7715,Tea,5,1.5,7.5
7716,Salad,3,5.0,15.0
7717,Cake,2,3.0,6.0
7720,Tea,2,1.5,3.0
7721,Sandwich,4,4.0,16.0
7722,Cake,1,3.0,3.0
7723,Juice,5,3.0,15.0
7724,Cake,2,3.0,6.0
7725,Tea,1,1.5,1.5
7726,Cookie,2,1.0,2.0
7727,Cake,5,3.0,15.0
7728,Smoothie,5,4.0,20.0
7729,Coffee,5,2.0,10.0
7730,Sandwich,3,4.0,12.0
7731,Juice,1,3.0,3.0
7733,Cookie,4,1.0,4.0
7734,Juice,2,3.0,6.0
7735,Smoothie,1,4.0,4.0
7736,Cookie,1,1.0,1.0
7737,Salad,1,5.0,5.0
7738,Cake,5,3.0,15.0
7739,Cake,2,3.0,6.0
7740,Smoothie,4,4.0,16.0
7741,Tea,4,1.5,6.0
7743,Cookie,1,1.0,1.0
7744,Coffee,3,2.0,6.0
7745,Salad,4,5.0,20.0
7746,Salad,2,5.0,10.0
7749,Smoothie,4,4.0,16.0
7750,Juice,2,3.0,6.0
7751,Juice,2,3.0,6.0
7752,Cookie,4,1.0,4.0
7753,Coffee,4,2.0,8.0
7755,Salad,5,5.0,25.0
7756,Sandwich,3,4.0,12.0
7757,Cookie,5,1.0,5.0
7758,Cookie,2,1.0,2.0
7759,Coffee,3,2.0,6.0
7760,Cake,5,3.0,15.0
7761,Cookie,5,1.0,5.0
7763,Salad,4,5.0,20.0
7764,Salad,3,5.0,15.0
7766,Coffee,2,2.0,4.0
7767,Tea,5,1.5,7.5
7768,Salad,5,5.0,25.0
7769,Juice,2,3.0,6.0
7770,Sandwich,5,4.0,20.0
7771,Juice,2,3.0,6.0
7772,Tea,3,1.5,4.5
7773,Juice,1,3.0,3.0
7774,Smoothie,5,4.0,20.0
7775,Coffee,4,2.0,8.0
7777,Salad,4,5.0,20.0
7779,Coffee,3,2.0,6.0
7780,Cake,2,3.0,6.0
7781,Cake,4,3.0,12.0
7782,Cookie,2,1.0,2.0
7783,Smoothie,2,4.0,8.0
7784,Cookie,3,1.0,3.0
7785,Sandwich,3,4.0,12.0
7787,Coffee,1,2.0,2.0
7788,Salad,5,5.0,25.0
7789,Salad,3,5.0,15.0
7790,Cake,2,3.0,6.0
7791,Smoothie,3,4.0,12.0
7792,Salad,4,5.0,20.0
7793,Coffee,5,2.0,10.0
7794,Coffee,3,2.0,6.0
7795,Cake,5,3.0,15.0
7796,Coffee,1,2.0,2.0
7797,Juice,4,3.0,12.0
7798,Tea,2,1.5,3.0
7799,Juice,1,3.0,3.0
7801,Tea,4,1.5,6.0
7802,Coffee,5,2.0,10.0
7803,Coffee,3,2.0,6.0
7805,Coffee,2,2.0,4.0
7806,Smoothie,5,4.0,20.0
7807,Smoothie,3,4.0,12.0
7808,Smoothie,2,4.0,8.0
7809,Tea,1,1.5,1.5
7810,Cookie,5,1.0,5.0
7811,Sandwich,2,4.0,8.0
7812,Cake,3,3.0,9.0
7815,Sandwich,4,4.0,16.0
7816,Cake,5,3.0,15.0
7818,Smoothie,2,4.0,8.0
7820,Sandwich,3,4.0,12.0
7821,Cookie,3,1.0,3.0
7822,Tea,4,1.5,6.0
7823,Juice,1,3.0,3.0
7824,Coffee,1,2.0,2.0
7825,Coffee,1,2.0,2.0
7826,Smoothie,4,4.0,16.0
7827,Sandwich,3,4.0,12.0
7828,Smoothie,4,4.0,16.0
7829,Cake,4,3.0,12.0
7830,Cake,2,3.0,6.0
7831,Juice,2,3.0,6.0
7832,Cake,4,3.0,12.0
7833,Juice,3,3.0,9.0
7834,Cookie,4,1.0,4.0
7835,Juice,4,3.0,12.0
7836,Smoothie,4,4.0,16.0
7838,Sandwich,5,4.0,20.0
7839,Sandwich,3,4.0,12.0
7840,Tea,3,1.5,4.5
7841,Salad,2,5.0,10.0
7842,Cake,2,3.0,6.0
7844,Salad,1,5.0,5.0
7845,Sandwich,2,4.0,8.0
7846,Tea,5,1.5,7.5
7847,Smoothie,4,4.0,16.0
7848,Juice,3,3.0,9.0
7850,Smoothie,4,4.0,16.0
7851,Cake,5,3.0,15.0
7852,Salad,1,5.0,5.0
7854,Juice,2,3.0,6.0
7856,Juice,2,3.0,6.0
7858,Cookie,1,1.0,1.0
7859,Smoothie,2,4.0,8.0
7860,Sandwich,2,4.0,8.0
7861,Smoothie,1,4.0,4.0
7862,Coffee,5,2.0,10.0
7864,Tea,4,1.5,6.0
7865,Juice,2,3.0,6.0
7866,Juice,1,3.0,3.0
7867,Sandwich,3,4.0,12.0
7868,Coffee,5,2.0,10.0
7869,Juice,4,3.0,12.0
7870,Salad,5,5.0,25.0
7871,Cookie,4,1.0,4.0
7872,Salad,3,5.0,15.0
7873,Juice,1,3.0,3.0
7874,Coffee,2,2.0,4.0
7875,Sandwich,5,4.0,20.0
7878,Sandwich,1,4.0,4.0
7879,Tea,4,1.5,6.0
7880,Cake,2,3.0,6.0
7881,Cake,1,3.0,3.0
7882,Smoothie,5,4.0,20.0
7883,Juice,5,3.0,15.0
7884,Cookie,3,1.0,3.0
7886,Sandwich,4,4.0,16.0
7888,Smoothie,2,4.0,8.0
7889,Salad,4,5.0,20.0
7890,Juice,2,3.0,6.0
7892,Cookie,5,1.0,5.0
7893,Tea,3,1.5,4.5
7895,Cookie,4,1.0,4.0
7896,Tea,2,1.5,3.0
7898,Cake,3,3.0,9.0
7899,Cookie,1,1.0,1.0
7900,Cookie,2,1.0,2.0
7901,Sandwich,3,4.0,12.0
7902,Salad,1,5.0,5.0
7903,Tea,4,1.5,6.0
7905,Cake,5,3.0,15.0
7907,Cookie,2,1.0,2.0
7908,Coffee,3,2.0,6.0
7909,Smoothie,4,4.0,16.0
7910,Coffee,4,2.0,8.0
7911,Tea,2,1.5,3.0
7912,Tea,5,1.5,7.5
7913,Coffee,4,2.0,8.0
7914,Tea,1,1.5,1.5
7915,Smoothie,1,4.0,4.0
7916,Tea,4,1.5,6.0
7917,Sandwich,1,4.0,4.0
7918,Cake,5,3.0,15.0
7919,Tea,5,1.5,7.5
7920,Sandwich,3,4.0,12.0
7922,Coffee,1,2.0,2.0
7924,Smoothie,3,4.0,12.0
7925,Salad,4,5.0,20.0
7926,Cake,2,3.0,6.0
7927,Cookie,2,1.0,2.0
7928,Salad,4,5.0,20.0
7929,Smoothie,4,4.0,16.0
7930,Juice,5,3.0,15.0
7931,Coffee,1,2.0,2.0
7932,Salad,3,5.0,15.0
7933,Salad,5,5.0,25.0
7934,Sandwich,3,4.0,12.0
7936,Smoothie,5,4.0,20.0
7937,Sandwich,1,4.0,4.0
7938,Juice,1,3.0,3.0
7939,Cake,4,3.0,12.0
7940,Juice,2,3.0,6.0
7941,Juice,3,3.0,9.0
7942,Sandwich,1,4.0,4.0
7944,Salad,5,5.0,25.0
7946,Cake,5,3.0,15.0
7947,Coffee,1,2.0,2.0
7948,Coffee,1,2.0,2.0
7949,Cake,3,3.0,9.0
7950,Tea,2,1.5,3.0
7952,Tea,5,1.5,7.5
7953,Cookie,2,1.0,2.0
7954,Cookie,5,1.0,5.0
7955,Juice,2,3.0,6.0
7956,Cake,3,3.0,9.0
7957,Salad,2,5.0,10.0
7958,Cake,5,3.0,15.0
7959,Cake,1,3.0,3.0
7960,Tea,5,1.5,7.5
7961,Sandwich,5,4.0,20.0
7962,Juice,2,3.0,6.0
7963,Cookie,3,1.0,3.0
7964,Cookie,2,1.0,2.0
7965,Tea,5,1.5,7.5
7967,Coffee,5,2.0,10.0
7968,Coffee,2,2.0,4.0
7969,Cookie,2,1.0,2.0
7970,Cookie,5,1.0,5.0
7972,Juice,4,3.0,12.0
7973,Coffee,4,2.0,8.0
7975,Cake,4,3.0,12.0
7976,Juice,5,3.0,15.0
7977,Cookie,4,1.0,4.0
7978,Sandwich,5,4.0,20.0
7979,Salad,3,5.0,15.0
7980,Cake,4,3.0,12.0
7981,Smoothie,1,4.0,4.0
7982,Cookie,2,1.0,2.0
7983,Sandwich,3,4.0,12.0
7984,Juice,3,3.0,9.0
7985,Coffee,3,2.0,6.0
7986,Juice,4,3.0,12.0
7988,Tea,5,1.5,7.5
7989,Sandwich,3,4.0,12.0
7990,Cookie,3,1.0,3.0
7992,Juice,3,3.0,9.0
7993,Cake,5,3.0,15.0
7994,Smoothie,2,4.0,8.0
7995,Smoothie,3,4.0,12.0
7996,Juice,5,3.0,15.0
7997,Juice,4,3.0,12.0
7998,Cookie,4,1.0,4.0
7999,Juice,3,3.0,9.0
8000,Juice,5,3.0,15.0
8004,Cake,3,3.0,9.0
8005,Coffee,4,2.0,8.0
8006,Smoothie,4,4.0,16.0
8007,Cookie,1,1.0,1.0
8008,Cookie,4,1.0,4.0
8009,Coffee,2,2.0,4.0
8010,Cookie,2,1.0,2.0
8011,Cake,3,3.0,9.0
8012,Sandwich,3,4.0,12.0
8013,Cake,5,3.0,15.0
8015,Juice,1,3.0,3.0
8016,Coffee,5,2.0,10.0
8017,Salad,1,5.0,5.0
8018,Salad,4,5.0,20.0
8019,Tea,2,1.5,3.0
8020,Cookie,3,1.0,3.0
8022,Salad,2,5.0,10.0
8023,Smoothie,3,4.0,12.0
8025,Salad,1,5.0,5.0
8026,Cake,3,3.0,9.0
8027,Salad,2,5.0,10.0
8028,Salad,1,5.0,5.0
8029,Coffee,3,2.0,6.0
8031,Cake,3,3.0,9.0
8032,Cake,2,3.0,6.0
8034,Tea,5,1.5,7.5
8035,Cake,4,3.0,12.0
8036,Salad,1,5.0,5.0
8037,Cookie,3,1.0,3.0
8038,Cookie,3,1.0,3.0
8039,Coffee,1,2.0,2.0
8040,Coffee,2,2.0,4.0
8041,Smoothie,1,4.0,4.0
8042,Coffee,5,2.0,10.0
8043,Sandwich,4,4.0,16.0
8044,Salad,2,5.0,10.0
8045,Tea,5,1.5,7.5
8046,Coffee,5,2.0,10.0
8047,Cake,1,3.0,3.0
8048,Sandwich,4,4.0,16.0
8050,Salad,5,5.0,25.0
8051,Juice,3,3.0,9.0
8052,Coffee,3,2.0,6.0
8053,Salad,4,5.0,20.0
8054,Sandwich,2,4.0,8.0
8055,Smoothie,3,4.0,12.0
8056,Juice,1,3.0,3.0
8057,Cake,1,3.0,3.0
8059,Cookie,1,1.0,1.0
8060,Smoothie,5,4.0,20.0
8061,Cake,2,3.0,6.0
8062,Salad,3,5.0,15.0
8063,Coffee,1,2.0,2.0
8064,Juice,4,3.0,12.0
8065,Cake,4,3.0,12.0
8070,Cookie,4,1.0,4.0
8072,Salad,3,5.0,15.0
8073,Juice,2,3.0,6.0
8074,Coffee,5,2.0,10.0
8075,Cake,5,3.0,15.0
8076,Tea,1,1.5,1.5
8077,Juice,3,3.0,9.0
8079,Juice,3,3.0,9.0
8080,Smoothie,2,4.0,8.0
8081,Cookie,2,1.0,2.0
8082,Juice,5,3.0,15.0
8083,Coffee,5,2.0,10.0
8085,Juice,2,3.0,6.0
8086,Cake,3,3.0,9.0
8090,Sandwich,2,4.0,8.0
8091,Cookie,3,1.0,3.0
8093,Juice,5,3.0,15.0
8094,Cookie,1,1.0,1.0
8095,Tea,2,1.5,3.0
8097,Cake,4,3.0,12.0
8099,Juice,1,3.0,3.0
8102,Smoothie,1,4.0,4.0
8103,Juice,4,3.0,12.0
8104,Cake,5,3.0,15.0
8105,Salad,1,5.0,5.0
8106,Tea,1,1.5,1.5
8107,Smoothie,3,4.0,12.0
8108,Salad,1,5.0,5.0
8109,Juice,2,3.0,6.0
8110,Juice,2,3.0,6.0
8111,Tea,5,1.5,7.5
8112,Salad,4,5.0,20.0
8113,Smoothie,5,4.0,20.0
8114,Salad,5,5.0,25.0
8115,Coffee,2,2.0,4.0
8116,Coffee,1,2.0,2.0
8118,Cake,1,3.0,3.0
8119,Tea,4,1.5,6.0
8120,Sandwich,2,4.0,8.0
8121,Smoothie,2,4.0,8.0
8123,Coffee,5,2.0,10.0
8124,Juice,4,3.0,12.0
8125,Cookie,4,1.0,4.0
8126,Smoothie,3,4.0,12.0
8127,Salad,4,5.0,20.0
8131,Tea,2,1.5,3.0
8133,Juice,4,3.0,12.0
8135,Sandwich,4,4.0,16.0
8138,Tea,5,1.5,7.5
8140,Smoothie,4,4.0,16.0
8142,Juice,3,3.0,9.0
8143,Juice,1,3.0,3.0
8144,Coffee,5,2.0,10.0
8146,Smoothie,5,4.0,20.0
8147,Tea,2,1.5,3.0
8148,Tea,4,1.5,6.0
8149,Tea,2,1.5,3.0
8150,Coffee,2,2.0,4.0
8151,Juice,2,3.0,6.0
8152,Salad,5,5.0,25.0
8153,Sandwich,5,4.0,20.0
8154,Juice,5,3.0,15.0
8155,Cake,3,3.0,9.0
8156,Tea,5,1.5,7.5
8157,Sandwich,1,4.0,4.0
8158,Salad,4,5.0,20.0
8159,Juice,1,3.0,3.0
8160,Cookie,5,1.0,5.0
8161,Cookie,4,1.0,4.0
8162,Smoothie,2,4.0,8.0
8163,Coffee,3,2.0,6.0
8164,Cake,2,3.0,6.0
8165,Salad,1,5.0,5.0
8166,Cookie,2,1.0,2.0
8167,Tea,4,1.5,6.0
8168,Juice,1,3.0,3.0
8169,Cookie,5,1.0,5.0
8171,Coffee,5,2.0,10.0
8172,Smoothie,2,4.0,8.0
8173,Salad,2,5.0,10.0
8174,Juice,2,3.0,6.0
8175,Cookie,2,1.0,2.0
8176,Juice,4,3.0,12.0
8177,Sandwich,5,4.0,20.0
8178,Cookie,4,1.0,4.0
8179,Tea,2,1.5,3.0
8181,Smoothie,3,4.0,12.0
8182,Cookie,3,1.0,3.0
8183,Tea,1,1.5,1.5
8184,Juice,3,3.0,9.0
8185,Juice,1,3.0,3.0
8186,Coffee,1,2.0,2.0
8187,Smoothie,1,4.0,4.0
8188,Cookie,2,1.0,2.0
8189,Salad,3,5.0,15.0
8190,Coffee,3,2.0,6.0
8191,Coffee,4,2.0,8.0
8192,Juice,2,3.0,6.0
8193,Smoothie,4,4.0,16.0
